name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model_family,km_per_year,name_frequency
Hyundai i10 Era 1.1 iTech SE,2011,147000,110000,Petrol,Individual,Manual,Second Owner,9,Hyundai,Hyundai i10,12222.222222222223,3.0
Maruti Vitara Brezza VDi Option,2018,725000,26350,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti Vitara,13175.0,3.0
Mahindra Scorpio SLE BSIV,2012,550000,90000,Diesel,Individual,Manual,First Owner,8,Mahindra,Mahindra Scorpio,11250.0,6.0
Hyundai i20 Sportz Option 1.2,2016,475000,25000,Petrol,Individual,Manual,First Owner,4,Hyundai,Hyundai i20,6250.0,1.0
Hyundai Santro Xing GLS,2014,250000,50000,Petrol,Individual,Manual,Second Owner,6,Hyundai,Hyundai Santro,8333.333333333334,20.0
Tata Indica LSI,2006,70000,60000,Petrol,Individual,Manual,Second Owner,14,Tata,Tata Indica,4285.714285714285,3.0
Hyundai EON Era Plus,2012,160000,70000,Petrol,Individual,Manual,Third Owner,8,Hyundai,Hyundai EON,8750.0,28.0
Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner,9,Ford,Ford Endeavour,10000.0,2.0
Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,First Owner,19,Hyundai,Hyundai Santro,3684.2105263157896,3.0
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai Grand,8833.333333333334,8.0
Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,First Owner,0,Hyundai,Hyundai Creta,10000.0,1.0
Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,First Owner,3,Hyundai,Hyundai Verna,16666.666666666668,2.0
Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Alto,4000.0,30.0
Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,Diesel,Individual,Manual,First Owner,7,Hyundai,Hyundai i20,12857.142857142857,10.0
Tata Indigo LX,2011,140000,60000,Diesel,Individual,Manual,Second Owner,9,Tata,Tata Indigo,6666.666666666667,4.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,Petrol,Individual,Manual,First Owner,2,Ford,Ford Figo,17500.0,3.0
Mahindra XUV500 W8 4WD,2012,650000,71042,Diesel,Dealer,Manual,First Owner,8,Mahindra,Mahindra XUV500,8880.25,9.0
Mitsubishi Pajero Sport 4X4,2012,1025000,167870,Diesel,Dealer,Manual,Second Owner,8,Mitsubishi,Mitsubishi Pajero,20983.75,2.0
Ford Fiesta 1.5 TDCi Titanium,2011,195000,133564,Diesel,Dealer,Manual,First Owner,9,Ford,Ford Fiesta,14840.444444444445,2.0
BMW 3 Series 320d Sport,2013,1490000,40000,Diesel,Dealer,Automatic,First Owner,7,BMW,BMW 3,5714.285714285715,2.0
Honda City i-VTEC CVT ZX,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner,2,Honda,Honda City,11519.0,3.0
Chevrolet Beat Diesel LS,2011,95000,70000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Chevrolet Beat,7777.777777777777,12.0
BMW 3 Series GT Luxury Line,2017,3050000,30000,Diesel,Individual,Automatic,First Owner,3,BMW,BMW 3,10000.0,1.0
Maruti Baleno Delta 1.2,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner,3,Maruti,Maruti Baleno,14536.0,6.0
Maruti Baleno Alpha CVT,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner,2,Maruti,Maruti Baleno,5606.0,1.0
Hyundai i20 1.4 Magna Executive,2013,280000,52000,Diesel,Dealer,Manual,First Owner,7,Hyundai,Hyundai i20,7428.571428571428,1.0
Maruti Baleno Zeta,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner,4,Maruti,Maruti Baleno,12304.25,2.0
Mahindra Verito 1.5 D4 BSIV,2015,300000,90000,Diesel,Individual,Manual,First Owner,5,Mahindra,Mahindra Verito,18000.0,4.0
Hyundai Xcent 1.2 Kappa S,2015,375000,70000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai Xcent,14000.0,4.0
Honda City VTEC,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner,17,Honda,Honda City,5294.117647058823,1.0
Maruti Swift Dzire VDi,2011,375000,190000,Diesel,Individual,Manual,Third Owner,9,Maruti,Maruti Swift,21111.11111111111,10.0
Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,106000,Diesel,Individual,Automatic,First Owner,4,Ford,Ford Endeavour,26500.0,6.0
Tata Xenon XT EX 4X2,2012,400000,80000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata Xenon,10000.0,2.0
Nissan Terrano XL Plus 85 PS,2014,550000,80000,Diesel,Individual,Manual,Second Owner,6,Nissan,Nissan Terrano,13333.333333333334,4.0
Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Eeco,10000.0,5.0
Maruti Ertiga ZDI,2012,555000,110000,Diesel,Individual,Manual,Second Owner,8,Maruti,Maruti Ertiga,13750.0,5.0
Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,Diesel,Individual,Manual,Second Owner,7,Ford,Ford Ecosport,8571.42857142857,1.0
Skoda Laura Elegance 1.9 TDI AT,2010,400000,130000,Diesel,Individual,Automatic,Second Owner,10,Skoda,Skoda Laura,13000.0,1.0
Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai EON,9612.666666666666,5.0
Tata Indica GLS BS IV,2008,80000,200000,Petrol,Individual,Manual,First Owner,12,Tata,Tata Indica,16666.666666666668,14.0
Tata Indica DLS,2006,55000,100000,Diesel,Individual,Manual,First Owner,14,Tata,Tata Indica,7142.857142857143,6.0
Maruti Alto 800 LXI Airbag,2014,250000,50000,Petrol,Individual,Manual,First Owner,6,Maruti,Maruti Alto,8333.333333333334,2.0
Mahindra Bolero SLX 2WD,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner,10,Mahindra,Mahindra Bolero,19000.0,2.0
Mahindra Jeep MM 540,2007,95000,100000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mahindra Jeep,7692.307692307692,2.0
Mahindra Scorpio 1.99 S10,2014,725000,135000,Diesel,Individual,Manual,Second Owner,6,Mahindra,Mahindra Scorpio,22500.0,6.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,Diesel,Individual,Manual,Third Owner,5,Mahindra,Mahindra Bolero,10000.0,8.0
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,6,Skoda,Skoda Octavia,22500.0,2.0
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Beat,6250.0,12.0
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner,2,Honda,Honda Jazz,9785.5,6.0
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,2,Honda,Honda City,14800.0,1.0
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Swift,7777.777777777777,2.0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,First Owner,2,Maruti,Maruti Vitara,7500.0,1.0
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Celerio,50000.0,1.0
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner,3,Renault,Renault Captur,4500.0,1.0
Audi A4 30 TFSI Technology,2018,3100000,22000,Petrol,Individual,Automatic,First Owner,2,Audi,Audi A4,11000.0,1.0
Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,First Owner,2,Honda,Honda Amaze,12500.0,3.0
Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,Third Owner,10,Toyota,Toyota Corolla,8000.0,1.0
Honda Amaze VX Petrol BSIV,2018,690000,39000,Petrol,Dealer,Manual,First Owner,2,Honda,Honda Amaze,19500.0,1.0
Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,First Owner,4,Maruti,Maruti Alto,15000.0,13.0
Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,First Owner,2,Honda,Honda Amaze,24500.0,3.0
Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,First Owner,2,Honda,Honda Amaze,24300.0,3.0
Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,Second Owner,3,Hyundai,Hyundai Grand,6666.666666666667,4.0
Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,First Owner,4,Mahindra,Mahindra KUV,6250.0,2.0
Maruti Zen Estilo Sports,2008,140000,120000,Petrol,Individual,Manual,First Owner,12,Maruti,Maruti Zen,10000.0,2.0
Maruti Ertiga ZDI Plus,2019,1100000,30000,Diesel,Individual,Manual,First Owner,1,Maruti,Maruti Ertiga,30000.0,1.0
Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,First Owner,5,Renault,Renault Lodgy,7000.0,3.0
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,5,Audi,Audi Q3,25528.6,3.0
Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,2,Tata,Tata Zest,27000.0,3.0
Audi A6 2.0 TDI Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,6,Audi,Audi A6,17059.0,2.0
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,6,Audi,Audi Q5,10372.833333333334,1.0
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,15,Hyundai,Hyundai Santro,6000.0,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner,2,Ford,Ford EcoSport,10697.0,9.0
Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner,5,Datsun,Datsun GO,6537.2,2.0
Mahindra Jeep CJ 500 DI,2006,575000,1001,Diesel,Dealer,Manual,First Owner,14,Mahindra,Mahindra Jeep,71.5,1.0
Renault Pulse RxZ,2017,490000,22000,Diesel,Dealer,Manual,First Owner,3,Renault,Renault Pulse,7333.333333333333,2.0
Hyundai Grand i10 Magna,2017,480000,53261,Petrol,Dealer,Manual,First Owner,3,Hyundai,Hyundai Grand,17753.666666666668,4.0
Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner,4,Land,Land Rover,13250.0,1.0
Renault KWID 1.0 RXT Optional,2018,370000,10000,Petrol,Dealer,Manual,First Owner,2,Renault,Renault KWID,5000.0,14.0
Maruti Baleno Alpha 1.3,2017,835000,14000,Diesel,Dealer,Manual,First Owner,3,Maruti,Maruti Baleno,4666.666666666667,8.0
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,44000,Petrol,Dealer,Manual,First Owner,3,Volkswagen,Volkswagen Polo,14666.666666666666,2.0
Toyota Etios VD,2014,670000,39895,Diesel,Dealer,Manual,First Owner,6,Toyota,Toyota Etios,6649.166666666667,7.0
Chevrolet Cruze LTZ AT,2017,950000,73000,Diesel,Dealer,Automatic,First Owner,3,Chevrolet,Chevrolet Cruze,24333.333333333332,4.0
Honda City i-VTEC SV,2014,690000,17000,Petrol,Dealer,Manual,First Owner,6,Honda,Honda City,2833.3333333333335,1.0
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,18591,Petrol,Dealer,Manual,First Owner,3,Volkswagen,Volkswagen Polo,6197.0,2.0
Tata Nexon 1.5 Revotorq XZ,2017,925000,26766,Diesel,Dealer,Manual,First Owner,3,Tata,Tata Nexon,8922.0,2.0
Hyundai EON Magna Plus,2015,250000,30000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai EON,6000.0,17.0
Tata Sumo Gold EX,2016,509999,42000,Diesel,Individual,Manual,First Owner,4,Tata,Tata Sumo,10500.0,2.0
Honda City i DTEC VX,2014,520000,110000,Diesel,Individual,Manual,First Owner,6,Honda,Honda City,18333.333333333332,7.0
Tata Indica DLE,2005,100000,100000,Diesel,Individual,Manual,First Owner,15,Tata,Tata Indica,6666.666666666667,2.0
Tata Indica DLS,2006,85000,300000,Diesel,Individual,Manual,Second Owner,14,Tata,Tata Indica,21428.571428571428,6.0
Tata Indigo LX,2009,130000,110000,Diesel,Individual,Manual,Third Owner,11,Tata,Tata Indigo,10000.0,4.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,First Owner,2,Ford,Ford EcoSport,13810.0,9.0
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner,5,Ford,Ford Figo,14000.0,3.0
Honda City S,2012,320000,50000,Petrol,Individual,Manual,Second Owner,8,Honda,Honda City,6250.0,3.0
Maruti Swift Dzire VDI,2015,480000,50000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Swift,10000.0,54.0
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000,46000,Diesel,Individual,Automatic,First Owner,6,Mercedes-Benz,Mercedes-Benz New,7666.666666666667,1.0
Toyota Innova 2.5 VX 8 STR,2012,790000,82000,Diesel,Individual,Manual,First Owner,8,Toyota,Toyota Innova,10250.0,2.0
Maruti Omni MPI STD BSIV,2016,120000,120000,Petrol,Individual,Manual,First Owner,4,Maruti,Maruti Omni,30000.0,6.0
Maruti Alto LXi,2006,75000,80000,Petrol,Individual,Manual,Third Owner,14,Maruti,Maruti Alto,5714.285714285715,42.0
Tata Indica GLS BS IV,2010,99000,70000,Petrol,Individual,Manual,First Owner,10,Tata,Tata Indica,7000.0,14.0
Maruti S-Cross Zeta DDiS 200 SH,2018,1015000,20000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti S-Cross,10000.0,3.0
Mahindra Xylo D4 BSIV,2013,250000,200000,Diesel,Individual,Manual,Second Owner,7,Mahindra,Mahindra Xylo,28571.428571428572,2.0
Toyota Innova Crysta 2.5 VX BS IV,2011,520000,120000,Diesel,Individual,Manual,First Owner,9,Toyota,Toyota Innova,13333.333333333334,1.0
Hyundai Verna CRDi 1.6 AT SX Option,2018,1100000,30000,Diesel,Individual,Automatic,First Owner,2,Hyundai,Hyundai Verna,15000.0,1.0
Toyota Innova 2.5 V Diesel 7-seater,2005,200000,223000,Diesel,Individual,Manual,First Owner,15,Toyota,Toyota Innova,14866.666666666666,5.0
Maruti Swift Dzire VDI,2016,525000,60000,Diesel,Individual,Manual,First Owner,4,Maruti,Maruti Swift,15000.0,54.0
Hyundai i20 Asta 1.2,2016,500000,40000,Petrol,Individual,Manual,First Owner,4,Hyundai,Hyundai i20,10000.0,4.0
Mahindra Scorpio S2 7 Seater,2016,675000,161327,Diesel,Individual,Manual,First Owner,4,Mahindra,Mahindra Scorpio,40331.75,3.0
Hyundai i10 Magna 1.2 iTech SE,2009,150000,60000,Petrol,Individual,Manual,Third Owner,11,Hyundai,Hyundai i10,5454.545454545455,4.0
Mahindra Bolero DI,2007,250000,50000,Diesel,Individual,Manual,First Owner,13,Mahindra,Mahindra Bolero,3846.153846153846,7.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai Grand,3000.0,5.0
Hyundai Santro Xing XS,2009,150000,68000,Petrol,Individual,Manual,Second Owner,11,Hyundai,Hyundai Santro,6181.818181818182,3.0
Chevrolet Beat Diesel LS,2012,200000,85000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Beat,10625.0,12.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000,70000,Diesel,Individual,Automatic,First Owner,9,Mahindra,Mahindra Scorpio,7777.777777777777,4.0
Maruti Esteem VX,1999,60000,35000,Petrol,Individual,Manual,Second Owner,21,Maruti,Maruti Esteem,1666.6666666666667,1.0
Maruti Swift Vdi BSIII,2010,180000,100000,Diesel,Individual,Manual,Second Owner,10,Maruti,Maruti Swift,10000.0,12.0
Honda Amaze S i-Dtech,2015,475000,110000,Diesel,Individual,Manual,First Owner,5,Honda,Honda Amaze,22000.0,7.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,380000,195000,Diesel,Individual,Automatic,Second Owner,10,Mahindra,Mahindra Scorpio,19500.0,4.0
Maruti Alto 800 LXI,2015,285000,46000,Petrol,Individual,Manual,Second Owner,5,Maruti,Maruti Alto,9200.0,48.0
Maruti Alto LXi BSIII,2008,91200,60000,Petrol,Individual,Manual,Second Owner,12,Maruti,Maruti Alto,5000.0,14.0
Hyundai Grand i10 CRDi Sportz,2015,400000,42000,Diesel,Individual,Manual,First Owner,5,Hyundai,Hyundai Grand,8400.0,6.0
Hyundai Santro Xing XG AT,2006,160000,90000,Petrol,Individual,Automatic,Second Owner,14,Hyundai,Hyundai Santro,6428.571428571428,2.0
Skoda Yeti Ambition 4X2,2012,650000,85000,Diesel,Individual,Manual,Second Owner,8,Skoda,Skoda Yeti,10625.0,1.0
Hyundai Verna 1.6 SX,2012,409999,120000,Diesel,Individual,Manual,Third Owner,8,Hyundai,Hyundai Verna,15000.0,13.0
Ford Ecosport 1.5 DV5 MT Titanium,2013,425000,72000,Diesel,Individual,Manual,First Owner,7,Ford,Ford Ecosport,10285.714285714286,12.0
Maruti Wagon R LXI CNG,2013,250000,71000,CNG,Individual,Manual,Second Owner,7,Maruti,Maruti Wagon,10142.857142857143,5.0
Maruti Swift Dzire VXi,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner,11,Maruti,Maruti Swift,10000.0,6.0
Volkswagen Polo Diesel Trendline 1.2L,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner,10,Volkswagen,Volkswagen Polo,14400.0,7.0
Maruti Eeco 5 Seater AC BSIV,2017,260000,30000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Eeco,10000.0,6.0
Hyundai Verna SX,2007,155000,65000,Petrol,Dealer,Manual,First Owner,13,Hyundai,Hyundai Verna,5000.0,1.0
Honda Jazz 1.5 VX i DTEC,2015,450000,38000,Diesel,Individual,Manual,First Owner,5,Honda,Honda Jazz,7600.0,6.0
Maruti SX4 Celebration Petrol,2012,220000,90000,Petrol,Individual,Manual,Second Owner,8,Maruti,Maruti SX4,11250.0,1.0
Hyundai i20 Active S Diesel,2018,650000,37000,Diesel,Dealer,Manual,First Owner,2,Hyundai,Hyundai i20,18500.0,1.0
Maruti Alto 800 LXI,2018,285000,30000,Petrol,Dealer,Manual,First Owner,2,Maruti,Maruti Alto,15000.0,48.0
Honda Amaze V CVT Petrol BSIV,2018,725000,26000,Petrol,Dealer,Automatic,First Owner,2,Honda,Honda Amaze,13000.0,1.0
Maruti Ciaz ZXi,2016,625000,30000,Petrol,Dealer,Manual,First Owner,4,Maruti,Maruti Ciaz,7500.0,2.0
Hyundai i20 Active SX Petrol,2016,550000,23000,Petrol,Dealer,Manual,First Owner,4,Hyundai,Hyundai i20,5750.0,1.0
Hyundai i10 Magna,2012,240000,40000,Petrol,Dealer,Manual,First Owner,8,Hyundai,Hyundai i10,5000.0,9.0
Nissan Terrano XL 85 PS,2014,600000,27000,Diesel,Dealer,Manual,First Owner,6,Nissan,Nissan Terrano,4500.0,4.0
Tata New Safari DICOR 2.2 EX 4x2,2012,350000,65000,Diesel,Dealer,Manual,First Owner,8,Tata,Tata New,8125.0,12.0
Hyundai EON Magna Plus,2015,245000,32000,Petrol,Dealer,Manual,First Owner,5,Hyundai,Hyundai EON,6400.0,17.0
Mahindra Bolero B6,2016,600000,56000,Diesel,Dealer,Manual,First Owner,4,Mahindra,Mahindra Bolero,14000.0,1.0
BMW X1 sDrive 20d xLine,2017,2400000,30000,Diesel,Individual,Automatic,First Owner,3,BMW,BMW X1,10000.0,3.0
Mahindra Scorpio SLE BS IV,2014,620000,80000,Diesel,Dealer,Manual,First Owner,6,Mahindra,Mahindra Scorpio,13333.333333333334,1.0
Maruti Swift Dzire 1.2 Vxi BSIV,2014,395000,52000,Petrol,Dealer,Manual,Second Owner,6,Maruti,Maruti Swift,8666.666666666666,3.0
Maruti Ertiga ZXI,2014,635000,13250,Petrol,Dealer,Manual,First Owner,6,Maruti,Maruti Ertiga,2208.3333333333335,1.0
Maruti Alto LX,2011,180000,36000,Petrol,Dealer,Manual,First Owner,9,Maruti,Maruti Alto,4000.0,30.0
Maruti Swift ZDI Plus,2015,484999,73000,Diesel,Dealer,Manual,Second Owner,5,Maruti,Maruti Swift,14600.0,1.0
Maruti Alto LX,2004,110000,60000,Petrol,Individual,Manual,First Owner,16,Maruti,Maruti Alto,3750.0,30.0
Maruti Wagon R VXI BSIII,2006,150000,60000,Petrol,Individual,Manual,Second Owner,14,Maruti,Maruti Wagon,4285.714285714285,5.0
Chevrolet Tavera Neo 2 LT L 9 Str,2012,400000,110000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Tavera,13750.0,1.0
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,70000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata Indica,8750.0,2.0
Renault Duster 85PS Diesel RxL Plus,2013,302000,60000,Diesel,Individual,Manual,Second Owner,7,Renault,Renault Duster,8571.42857142857,3.0
Maruti Swift Dzire Vdi BSIV,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner,9,Maruti,Maruti Swift,10000.0,1.0
Maruti Wagon R VXI BSIII,2004,155000,80000,Petrol,Individual,Manual,Second Owner,16,Maruti,Maruti Wagon,5000.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1000000,101000,Diesel,Individual,Manual,Second Owner,6,Toyota,Toyota Innova,16833.333333333332,6.0
Mahindra Bolero Power Plus SLX,2018,550000,44000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra Bolero,22000.0,11.0
Maruti Swift 1.3 VXi,2006,200000,45000,Petrol,Individual,Manual,First Owner,14,Maruti,Maruti Swift,3214.285714285714,10.0
Mahindra Scorpio S2 7 Seater,2017,750000,120000,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra Scorpio,40000.0,3.0
Maruti Zen LXI,2005,90000,90000,Petrol,Individual,Manual,Second Owner,15,Maruti,Maruti Zen,6000.0,6.0
Maruti Wagon R LXI Minor,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Wagon,9230.76923076923,21.0
Hyundai EON D Lite Plus,2013,229999,13500,Petrol,Individual,Manual,First Owner,7,Hyundai,Hyundai EON,1928.5714285714287,5.0
Renault KWID 1.0 RXT Optional,2017,350000,10000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,3333.3333333333335,14.0
Hyundai Grand i10 Magna,2015,325000,25000,Petrol,Individual,Manual,Third Owner,5,Hyundai,Hyundai Grand,5000.0,4.0
Tata Tigor 1.2 Revotron XT,2018,450000,8500,Petrol,Individual,Manual,First Owner,2,Tata,Tata Tigor,4250.0,3.0
Maruti SX4 Celebration Diesel,2012,250000,120000,Diesel,Individual,Manual,First Owner,8,Maruti,Maruti SX4,15000.0,2.0
Volkswagen Polo Diesel Comfortline 1.2L,2012,225000,120000,Diesel,Individual,Manual,First Owner,8,Volkswagen,Volkswagen Polo,15000.0,2.0
Maruti Alto LXi,2009,150000,90246,Petrol,Individual,Manual,Third Owner,11,Maruti,Maruti Alto,8204.181818181818,42.0
Maruti Alto LX BSIII,2008,110000,90000,Petrol,Individual,Manual,Second Owner,12,Maruti,Maruti Alto,7500.0,8.0
Maruti Alto LXi BSIII,2010,150000,40000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti Alto,4000.0,14.0
Maruti Gypsy King Hard Top,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner,20,Maruti,Maruti Gypsy,3000.0,1.0
Renault Duster 85PS Diesel RxL,2017,610000,32000,Diesel,Individual,Manual,Second Owner,3,Renault,Renault Duster,10666.666666666666,6.0
Tata Manza Club Class Quadrajet90 VX,2013,170000,60400,Diesel,Individual,Manual,First Owner,7,Tata,Tata Manza,8628.57142857143,1.0
Hyundai Verna CRDi,2008,150000,70950,Diesel,Individual,Manual,Second Owner,12,Hyundai,Hyundai Verna,5912.5,6.0
Hyundai Xcent 1.1 CRDi Base,2015,375000,72000,Diesel,Individual,Manual,First Owner,5,Hyundai,Hyundai Xcent,14400.0,5.0
Maruti Swift VDI,2013,390000,90000,Diesel,Individual,Manual,First Owner,7,Maruti,Maruti Swift,12857.142857142857,23.0
Hyundai i20 Active 1.2 S,2017,600000,10000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai i20,3333.3333333333335,4.0
Maruti Alto 800 LXI,2014,204999,25000,Petrol,Individual,Manual,Second Owner,6,Maruti,Maruti Alto,4166.666666666667,48.0
Hyundai Verna CRDi,2009,270000,80000,Diesel,Individual,Manual,Second Owner,11,Hyundai,Hyundai Verna,7272.727272727273,6.0
Hyundai Grand i10 Sportz,2017,375000,10000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai Grand,3333.3333333333335,11.0
Maruti Baleno Zeta,2020,700000,1100,Petrol,Individual,Manual,First Owner,0,Maruti,Maruti Baleno,1100.0,2.0
